author,title,genre,token_count,sentence_count,avg_sentence_length,avg_syllables
"Grillparzer, Franz",Erinnerungen aus dem Jahre 1848,Geschichte,4269,154,27.720779220779217,1.7515923566878981
Friedrich der II. von Preußen,Über die Schmähschriften,Geschichte,1030,40,25.75,1.8264150943396227
Friedrich der II. von Preußen,Über die deutsche Literatur,Geschichte,8226,441,18.6530612244898,1.7872340425531914
Montesquieu,Auswahl aus seinen Schriften,Philosophie und Religion,17491,752,23.2593085106383,1.725381414701803
Friedrich der II. von Preußen,Schriften über Religion,Geschichte,3345,175,19.114285714285714,1.7584541062801933
"Kautsky, Karl",Vorläufer des neueren Sozialismus. Zweiter Band,Geschichte,5668,201,28.199004975124375,1.7246161466072314
Katharina II. von Rußland,Erinnerungen,Geschichte,1485,58,25.603448275862068,1.7875354107648724
"Heymann, Robert",Die russische Revolution und ihre historische Begründung,Geschichte,1586,60,26.43333333333333,1.854
"Hahn, Julius",Mit der großen Armee 1812,Geschichte,2571,123,20.902439024390247,1.7410714285714286
"Freytag, Gustav",Erinnerungen aus meinem Leben,Biographie,257,9,28.555555555555557,1.646537842190016
"Gfeller, Simon","Drätti, Müetti u der Chlyn",Biographie,2594,173,14.99421965317919,1.7195533627629187
"Ganghofer, Ludwig",Lebenslauf eines Optimisten,Biographie,5772,218,26.477064220183486,1.762476310802274
"Feuerbach, Anselm",Ein Vermächtnis von Anselm Feuerbach,Biographie,1243,38,32.71052631578947,1.7967332123411979
"Federer, Heinrich",Jugenderinnerungen,Biographie,467,23,20.30434782608696,1.7716831683168317
"Gregorovius, Ferdinand",Lucrezia Borgia,Geschichte,1274,59,21.593220338983045,1.8590425531914894
"Forster, John",Charles Dickens' Leben. Dritter Band. 1850 - 1870,Biographie,5600,133,42.10526315789474,1.77994555353902
"Hegel, Georg Wilhelm Friedrich",Phänomenologie des Geistes,Philosophie und Religion,192,5,38.4,1.9057331863285556
"Forster, John",Charles Dickens' Leben. Zweiter Band. 1842 - 1851,Biographie,3430,91,37.692307692307686,1.822653273294077
"Forster, John",Charles Dickens' Leben. Erster Band. 1812 - 1842,Biographie,5417,137,39.54014598540146,1.9412733260153676
"Förster, Friedrich",Theodor Körner's Leben,Biographie,1444,40,36.1,1.7076023391812865
"Fontane, Theodor",Von Zwanzig bis Dreißig,Biographie,4402,161,27.341614906832298,1.7774500163880695
"Floericke, Kurt",Tiervater Brehm,Biographie,518,16,32.375,1.7525996533795494
"Feuchtersleben, Ernst von",Zur Diätetik der Seele,Biographie,2185,90,24.277777777777782,1.8262806236080178
"Eucken, Christoph",Lebenserinnerungen,Biographie,271,12,22.58333333333333,1.8385650224215246
"Franklin, Benjamin","Benjamin Franklins Leben, von ihm selbst beschrieben",Biographie,563,16,35.1875,1.7299509001636661
"Ernst, Paul",Ein Credo,Biographie,4746,215,22.074418604651164,1.7612137203166227
"Ebers, Georg",Die Geschichte meines Lebens,Biographie,1637,45,36.37777777777778,1.9073267326732672
"Helmholtz, Hermann von",Ueber die Erhaltung der Kraft,"Natur, Wissen und Reise",7154,250,28.616,1.73955296404276
"Fontane, Theodor",Kriegsgefangen,Biographie,339,11,30.818181818181817,1.7290214664064678
"Fallada, Hans",Damals bei uns daheim,Biographie,225,15,15.0,1.9378194207836457
"Ettlinger, Josef",Benjamin Constant - Der Roman eines Lebens,Biographie,408,8,51.0,1.6342857142857143
"Helmholtz, Hermann von",Raum und Kraft,"Natur, Wissen und Reise",1477,56,26.375,1.8310727496917385
"Fechenbach, Felix",Im Haus der Freudlosen,Biographie,1227,96,12.78125,1.9095744680851063
"Fallada, Hans",Heute bei uns zu Haus,Biographie,9086,559,16.25402504472272,1.6495726495726495
"Grube, August Wilhelm",Geographische Charakterbilder. Erster Teil. Arktis - Europa,"Natur, Wissen und Reise",261,11,23.72727272727273,1.896640826873385
"Ule, Ernst Heinrich Georg",Epiphyten des Amazonasgebietes,"Natur, Wissen und Reise",1044,42,24.857142857142854,1.702247191011236
"Dominik, Hans",Das Buch der Chemie,"Natur, Wissen und Reise",541,26,20.80769230769231,1.9463364293085654
"Booysen, Jens","Beschreibung der Insel Silt in geographischer, statistischer und historischer Rücksicht","Natur, Wissen und Reise",174,5,34.8,1.6254612546125462
"Bölsche, Wilhelm",Eiszeit und Klimawechsel,"Natur, Wissen und Reise",13571,551,24.629764065335756,1.8782479584261322
"Bois-Reymond, Emil du",Über die Grenzen des Naturerkennens - Die sieben Welträthsel,"Natur, Wissen und Reise",407,15,27.13333333333333,1.8373205741626795
"Haeckel, Ernst",Der Natürlichen Schöpfungs-Geschichte Erster Theil,"Natur, Wissen und Reise",1864,57,32.70175438596491,1.8357588357588357
Vergil,Landbau,"Natur, Wissen und Reise",278,6,46.33333333333334,1.82378223495702
"Gelpke, August Heinrich Christian",Ueber die schrecklichen Wirkungen des Aufsturzes eines Kometen auf die Erde,"Natur, Wissen und Reise",2273,53,42.886792452830186,1.8660107753572266
Emmy Hennings,Hugo Ball. Sein Leben in Briefen und Gedichten,Biographie,1496,45,33.244444444444454,1.7378640776699028
"Pückler, Hermann Fürst von",Andeutungen über Landschaftsgärtnerei,"Natur, Wissen und Reise",590,11,53.63636363636363,1.8054947726720156
"Goethe, Johann Wolfgang von",Für Lavater verfasste Erklärung,Kultur und Kunst,4129,249,16.582329317269075,1.7260305299868504
"Grottewitz, Curt",Unser Wald,"Natur, Wissen und Reise",2265,119,19.033613445378148,1.8224215246636772
"Goethe, Johann Wolfgang von",Beiträge zu den Frankfurter Gelehrten Anzeigen vom Jahr 1772,Kultur und Kunst,11465,475,24.136842105263163,1.8662667607621737
"Glaßbrenner, Adolf",Bilder und Träume aus Wien,Kultur und Kunst,814,24,33.916666666666664,1.8222222222222222
"Floericke, Kurt",Zwischen Pol und Äquator,"Natur, Wissen und Reise",370,10,37.0,1.9731993299832495
"Taschenberg, Ernst Ludwig",Was da kriecht und fliegt!,"Natur, Wissen und Reise",671,18,37.27777777777778,1.9167717528373267
"Geßner, Salomon",Brief über die Landschaftsmalerey,Kultur und Kunst,4817,155,31.07741935483871,1.8588098016336057
"Gellert, Christian Fürchtegott",Abhandlung für das rührende Lustspiel,Kultur und Kunst,1432,36,39.77777777777778,1.8910505836575875
"Friedell, Egon",Kleine Porträtgalerie,Kultur und Kunst,2380,84,28.33333333333333,1.5289128758673862
"Forster, Georg",Über James Cook und andere Essays,Kultur und Kunst,6845,175,39.114285714285714,1.7314622314622314
"Feuchtersleben, Ernst von",Der Geist der deutschen Klassiker,Kultur und Kunst,385,16,24.0625,1.9010458567980693
"Gildemeister, Otto",Essays - Erster Band,Kultur und Kunst,3511,138,25.44202898550725,1.6959314775160599
"Ernst, Otto",Völker und Zeiten im Spiegel ihrer Dichtung,Kultur und Kunst,1393,46,30.282608695652176,1.8932496075353218
"Fechner, Gustav Theodor",Vorschule der Ästhetik,Kultur und Kunst,858,21,40.857142857142854,1.8316071428571428
"Fechner, Gustav Theodor",Die Tagesansicht gegenüber der Nachtansicht,Kultur und Kunst,2855,83,34.397590361445786,1.7916666666666667
"Fechner, Gustav Theodor",Essays,Kultur und Kunst,7552,193,39.129533678756474,1.7536443148688046
